loan_id,origination_date,loan_product,monthly_income_inr,cibil_score,loan_amount_inr,interest_rate_pct,dti_ratio,days_past_due,ind_as_stage,default_flag,is_approved,decision_reason,risk_tier
LN003986,2024-12-10,Consumer Durable,89400.0,692,53000.0,17.47,0.385,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN003990,2026-06-09,Consumer Durable,26500.0,836,57000.0,15.07,0.208,0,Current,0,True,Approved,Tier 1: Prime Plus
LN003993,2025-08-12,Two-Wheeler,24700.0,699,107000.0,17.35,0.304,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN003998,2025-02-23,Personal Loan,30700.0,797,206000.0,15.72,0.491,0,Current,0,True,Approved,Tier 2: Prime
LN003999,2025-10-10,Two-Wheeler,88300.0,680,60000.0,17.67,0.302,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004001,2025-04-17,Two-Wheeler,65100.0,660,68000.0,18.0,0.421,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004003,2025-09-21,Two-Wheeler,35800.0,831,53000.0,15.15,0.235,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004005,2025-09-29,Personal Loan,105800.0,686,122000.0,17.57,0.478,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004009,2024-11-07,Two-Wheeler,27200.0,686,53000.0,17.57,0.378,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004013,2025-01-22,Two-Wheeler,77500.0,686,86000.0,17.57,0.451,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004015,2025-08-08,Two-Wheeler,43200.0,743,53000.0,16.62,0.362,0,Current,0,True,Approved,Tier 3: Near Prime
LN004019,2024-10-06,Personal Loan,81500.0,730,194000.0,16.83,0.235,0,Current,0,True,Approved,Tier 3: Near Prime
LN004024,2025-04-04,Consumer Durable,15700.0,707,42000.0,17.22,0.383,0,Current,0,True,Approved,Tier 3: Near Prime
LN004026,2024-12-15,Consumer Durable,15000.0,749,20000.0,16.52,0.249,26,Stage 1,0,True,Approved,Tier 3: Near Prime
LN004027,2025-05-28,Personal Loan,106800.0,818,818000.0,15.37,0.49,46,Stage 2,0,True,Approved,Tier 1: Prime Plus
LN004029,2025-06-27,Two-Wheeler,28400.0,765,92000.0,16.25,0.484,0,Current,0,True,Approved,Tier 2: Prime
LN004030,2025-01-25,Personal Loan,127100.0,675,852000.0,17.75,0.374,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004031,2025-04-25,Two-Wheeler,168800.0,748,86000.0,16.53,0.397,0,Current,0,True,Approved,Tier 3: Near Prime
LN004033,2025-07-20,Personal Loan,62700.0,731,432000.0,16.82,0.475,0,Current,0,True,Approved,Tier 3: Near Prime
LN004035,2025-03-05,Personal Loan,121600.0,797,996000.0,15.72,0.453,0,Current,0,True,Approved,Tier 2: Prime
LN004036,2026-04-30,Consumer Durable,21300.0,724,35000.0,16.93,0.485,0,Current,0,True,Approved,Tier 3: Near Prime
LN004037,2026-05-28,Consumer Durable,42800.0,863,71000.0,14.62,0.318,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004038,2026-04-28,Two-Wheeler,85100.0,744,110000.0,16.6,0.449,0,Current,0,True,Approved,Tier 3: Near Prime
LN004041,2026-06-22,Consumer Durable,113000.0,833,75000.0,15.12,0.157,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004044,2026-01-11,Two-Wheeler,74500.0,827,118000.0,15.22,0.29,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004049,2026-05-19,Consumer Durable,36900.0,771,67000.0,16.15,0.434,0,Current,0,True,Approved,Tier 2: Prime
LN004054,2024-11-24,Two-Wheeler,49700.0,691,108000.0,17.48,0.446,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004055,2026-06-26,Two-Wheeler,143900.0,726,85000.0,16.9,0.416,32,Stage 2,0,True,Approved,Tier 3: Near Prime
LN004056,2026-07-13,Personal Loan,28400.0,732,125000.0,16.8,0.404,0,Current,0,True,Approved,Tier 3: Near Prime
LN004057,2025-01-11,Consumer Durable,31200.0,790,32000.0,15.83,0.148,0,Current,0,True,Approved,Tier 2: Prime
LN004060,2025-06-08,Consumer Durable,37200.0,900,58000.0,14.0,0.314,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004061,2025-09-09,Personal Loan,165600.0,715,537000.0,17.08,0.249,0,Current,0,True,Approved,Tier 3: Near Prime
LN004062,2024-12-11,Personal Loan,52900.0,762,333000.0,16.3,0.55,0,Current,0,True,Approved,Tier 2: Prime
LN004064,2025-10-21,Personal Loan,38800.0,774,112000.0,16.1,0.502,0,Current,0,True,Approved,Tier 2: Prime
LN004065,2025-05-01,Consumer Durable,62500.0,803,31000.0,15.62,0.37,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004068,2025-01-16,Consumer Durable,18500.0,757,64000.0,16.38,0.382,0,Current,0,True,Approved,Tier 2: Prime
LN004070,2024-09-06,Consumer Durable,46800.0,734,69000.0,16.77,0.261,61,Stage 2,0,True,Approved,Tier 3: Near Prime
LN004072,2026-05-22,Two-Wheeler,105600.0,756,141000.0,16.4,0.46,0,Current,0,True,Approved,Tier 2: Prime
LN004073,2025-07-21,Two-Wheeler,69200.0,775,130000.0,16.08,0.252,0,Current,0,True,Approved,Tier 2: Prime
LN004074,2025-12-25,Two-Wheeler,53200.0,757,104000.0,16.38,0.398,0,Current,0,True,Approved,Tier 2: Prime
LN004075,2026-01-28,Two-Wheeler,39500.0,695,109000.0,17.42,0.476,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004076,2025-12-21,Two-Wheeler,138700.0,685,112000.0,17.58,0.495,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004078,2025-05-04,Personal Loan,36400.0,699,170000.0,17.35,0.457,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004081,2025-01-18,Two-Wheeler,72900.0,705,94000.0,17.25,0.284,0,Current,0,True,Approved,Tier 3: Near Prime
LN004083,2024-10-26,Two-Wheeler,32500.0,691,85000.0,17.48,0.275,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004084,2025-10-18,Two-Wheeler,64100.0,704,80000.0,17.27,0.344,112,Stage 3 (Default),1,True,Approved,Tier 3: Near Prime
LN004086,2025-02-25,Personal Loan,38500.0,788,209000.0,15.87,0.323,0,Current,0,True,Approved,Tier 2: Prime
LN004088,2026-01-14,Two-Wheeler,27200.0,726,85000.0,16.9,0.525,0,Current,0,True,Approved,Tier 3: Near Prime
LN004089,2025-01-10,Consumer Durable,57900.0,663,47000.0,17.95,0.328,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004091,2025-07-27,Two-Wheeler,50200.0,710,84000.0,17.17,0.219,0,Current,0,True,Approved,Tier 3: Near Prime
LN004092,2025-04-14,Personal Loan,115300.0,774,288000.0,16.1,0.478,0,Current,0,True,Approved,Tier 2: Prime
LN004094,2025-07-15,Consumer Durable,47800.0,777,50000.0,16.05,0.256,0,Current,0,True,Approved,Tier 2: Prime
LN004096,2024-08-24,Personal Loan,140500.0,724,602000.0,16.93,0.492,0,Current,0,True,Approved,Tier 3: Near Prime
LN004097,2025-07-22,Personal Loan,33000.0,713,90000.0,17.12,0.465,0,Current,0,True,Approved,Tier 3: Near Prime
LN004100,2024-10-27,Personal Loan,62200.0,669,139000.0,17.85,0.525,12,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004101,2025-06-15,Two-Wheeler,189700.0,747,118000.0,16.55,0.165,0,Current,0,True,Approved,Tier 3: Near Prime
LN004102,2026-01-03,Personal Loan,56800.0,765,376000.0,16.25,0.391,0,Current,0,True,Approved,Tier 2: Prime
LN004103,2025-11-20,Two-Wheeler,40400.0,746,88000.0,16.57,0.447,71,Stage 2,0,True,Approved,Tier 3: Near Prime
LN004106,2025-01-14,Two-Wheeler,43800.0,687,117000.0,17.55,0.453,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004107,2025-05-14,Consumer Durable,136300.0,893,62000.0,14.12,0.356,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004109,2024-09-28,Consumer Durable,102600.0,870,74000.0,14.5,0.228,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004110,2024-12-05,Two-Wheeler,90000.0,869,138000.0,14.52,0.489,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004112,2025-05-18,Two-Wheeler,154400.0,670,88000.0,17.83,0.161,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004114,2025-07-07,Personal Loan,59800.0,670,411000.0,17.83,0.488,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004117,2025-11-25,Consumer Durable,85900.0,740,70000.0,16.67,0.303,0,Current,0,True,Approved,Tier 3: Near Prime
LN004119,2025-06-10,Personal Loan,103500.0,707,68000.0,17.22,0.302,0,Current,0,True,Approved,Tier 3: Near Prime
LN004122,2026-04-04,Two-Wheeler,23600.0,758,127000.0,16.37,0.52,0,Current,0,True,Approved,Tier 2: Prime
LN004123,2026-05-03,Two-Wheeler,40300.0,801,63000.0,15.65,0.458,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004125,2024-08-21,Two-Wheeler,143600.0,782,139000.0,15.97,0.232,99,Stage 3 (Default),1,True,Approved,Tier 2: Prime
LN004126,2025-03-06,Two-Wheeler,66700.0,741,100000.0,16.65,0.441,0,Current,0,True,Approved,Tier 3: Near Prime
LN004131,2026-07-08,Personal Loan,72700.0,803,86000.0,15.62,0.491,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004132,2025-09-29,Personal Loan,134000.0,688,356000.0,17.53,0.409,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004133,2026-02-06,Two-Wheeler,27200.0,676,111000.0,17.73,0.537,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004134,2024-08-10,Two-Wheeler,28700.0,684,94000.0,17.6,0.531,6,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004135,2026-01-23,Two-Wheeler,24100.0,701,98000.0,17.32,0.41,0,Current,0,True,Approved,Tier 3: Near Prime
LN004137,2025-06-12,Two-Wheeler,50600.0,805,117000.0,15.58,0.433,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004139,2025-10-26,Two-Wheeler,84000.0,751,45000.0,16.48,0.365,5,Stage 1,0,True,Approved,Tier 2: Prime
LN004144,2025-06-30,Consumer Durable,47300.0,795,64000.0,15.75,0.492,0,Current,0,True,Approved,Tier 2: Prime
LN004145,2024-10-05,Consumer Durable,32700.0,657,47000.0,18.05,0.171,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004146,2024-12-15,Two-Wheeler,23800.0,677,129000.0,17.72,0.34,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004149,2025-10-18,Two-Wheeler,67200.0,696,88000.0,17.4,0.523,40,Stage 2,0,True,Approved,Tier 4: Sub-Prime
LN004150,2025-01-26,Two-Wheeler,51200.0,735,82000.0,16.75,0.369,0,Current,0,True,Approved,Tier 3: Near Prime
LN004151,2024-08-28,Personal Loan,49500.0,803,375000.0,15.62,0.389,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004152,2025-09-16,Personal Loan,88500.0,697,197000.0,17.38,0.294,22,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004153,2026-06-24,Two-Wheeler,21100.0,709,67000.0,17.18,0.483,0,Current,0,True,Approved,Tier 3: Near Prime
LN004157,2025-06-14,Two-Wheeler,55300.0,766,107000.0,16.23,0.32,0,Current,0,True,Approved,Tier 2: Prime
LN004158,2025-03-25,Consumer Durable,35800.0,716,25000.0,17.07,0.357,0,Current,0,True,Approved,Tier 3: Near Prime
LN004159,2026-01-23,Consumer Durable,20300.0,795,63000.0,15.75,0.233,0,Current,0,True,Approved,Tier 2: Prime
LN004161,2025-10-13,Two-Wheeler,44400.0,709,56000.0,17.18,0.472,0,Current,0,True,Approved,Tier 3: Near Prime
LN004163,2025-03-10,Two-Wheeler,116700.0,784,98000.0,15.93,0.398,0,Current,0,True,Approved,Tier 2: Prime
LN004164,2025-03-06,Personal Loan,51200.0,694,445000.0,17.43,0.439,33,Stage 2,0,True,Approved,Tier 4: Sub-Prime
LN004165,2025-07-07,Two-Wheeler,59400.0,864,117000.0,14.6,0.326,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004167,2025-12-01,Personal Loan,40300.0,729,410000.0,16.85,0.55,0,Current,0,True,Approved,Tier 3: Near Prime
LN004172,2024-12-12,Consumer Durable,36200.0,737,73000.0,16.72,0.174,0,Current,0,True,Approved,Tier 3: Near Prime
LN004174,2026-06-30,Two-Wheeler,25700.0,653,79000.0,18.12,0.241,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004175,2025-06-28,Consumer Durable,52500.0,658,40000.0,18.03,0.315,9,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004176,2025-01-17,Consumer Durable,35300.0,739,57000.0,16.68,0.227,0,Current,0,True,Approved,Tier 3: Near Prime
LN004182,2025-03-17,Two-Wheeler,38900.0,795,93000.0,15.75,0.532,0,Current,0,True,Approved,Tier 2: Prime
LN004184,2025-09-12,Personal Loan,106800.0,651,976000.0,18.15,0.522,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004187,2024-09-14,Personal Loan,45600.0,703,390000.0,17.28,0.545,29,Stage 1,0,True,Approved,Tier 3: Near Prime
LN004188,2025-10-08,Two-Wheeler,21000.0,756,121000.0,16.4,0.399,0,Current,0,True,Approved,Tier 2: Prime
LN004191,2025-07-12,Two-Wheeler,40500.0,782,146000.0,15.97,0.338,0,Current,0,True,Approved,Tier 2: Prime
LN004193,2025-03-31,Personal Loan,145800.0,656,86000.0,18.07,0.228,62,Stage 2,0,True,Approved,Tier 4: Sub-Prime
LN004195,2026-03-30,Two-Wheeler,51600.0,793,54000.0,15.78,0.357,13,Stage 1,0,True,Approved,Tier 2: Prime
LN004199,2025-04-02,Personal Loan,67300.0,758,372000.0,16.37,0.51,0,Current,0,True,Approved,Tier 2: Prime
LN004200,2025-06-24,Two-Wheeler,60900.0,772,145000.0,16.13,0.478,0,Current,0,True,Approved,Tier 2: Prime
LN004201,2025-05-06,Consumer Durable,27900.0,713,69000.0,17.12,0.485,0,Current,0,True,Approved,Tier 3: Near Prime
LN004204,2025-08-05,Consumer Durable,17900.0,688,72000.0,17.53,0.378,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004205,2025-06-23,Personal Loan,68500.0,738,443000.0,16.7,0.373,0,Current,0,True,Approved,Tier 3: Near Prime
LN004207,2025-05-01,Two-Wheeler,68600.0,813,99000.0,15.45,0.471,6,Stage 1,0,True,Approved,Tier 1: Prime Plus
LN004208,2026-01-13,Two-Wheeler,88700.0,877,149000.0,14.38,0.197,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004211,2024-08-01,Personal Loan,118200.0,651,141000.0,18.15,0.223,8,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004213,2025-08-09,Two-Wheeler,59700.0,859,68000.0,14.68,0.192,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004214,2025-07-17,Personal Loan,84700.0,673,102000.0,17.78,0.186,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004215,2025-04-17,Two-Wheeler,27500.0,730,71000.0,16.83,0.533,52,Stage 2,0,True,Approved,Tier 3: Near Prime
LN004216,2026-03-24,Consumer Durable,84200.0,682,22000.0,17.63,0.144,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004218,2025-09-22,Personal Loan,118400.0,675,817000.0,17.75,0.496,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004219,2024-12-21,Two-Wheeler,117200.0,716,117000.0,17.07,0.192,0,Current,0,True,Approved,Tier 3: Near Prime
LN004222,2025-02-09,Two-Wheeler,50300.0,795,141000.0,15.75,0.242,0,Current,0,True,Approved,Tier 2: Prime
LN004223,2025-06-27,Consumer Durable,53500.0,738,33000.0,16.7,0.363,0,Current,0,True,Approved,Tier 3: Near Prime
LN004224,2025-10-13,Consumer Durable,24900.0,711,71000.0,17.15,0.534,75,Stage 2,0,True,Approved,Tier 3: Near Prime
LN004226,2025-04-21,Two-Wheeler,16700.0,818,132000.0,15.37,0.469,74,Stage 2,0,True,Approved,Tier 1: Prime Plus
LN004228,2024-12-09,Two-Wheeler,108200.0,716,141000.0,17.07,0.445,0,Current,0,True,Approved,Tier 3: Near Prime
LN004229,2025-09-28,Personal Loan,78200.0,711,557000.0,17.15,0.516,14,Stage 1,0,True,Approved,Tier 3: Near Prime
LN004231,2025-04-14,Two-Wheeler,43400.0,650,71000.0,18.17,0.374,9,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004232,2024-08-19,Two-Wheeler,35400.0,833,130000.0,15.12,0.483,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004234,2025-02-02,Consumer Durable,80100.0,695,28000.0,17.42,0.363,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004238,2025-10-09,Two-Wheeler,55500.0,672,113000.0,17.8,0.529,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004239,2026-01-09,Two-Wheeler,50400.0,752,45000.0,16.47,0.431,0,Current,0,True,Approved,Tier 2: Prime
LN004241,2025-09-17,Two-Wheeler,163700.0,751,124000.0,16.48,0.4,0,Current,0,True,Approved,Tier 2: Prime
LN004243,2026-04-09,Two-Wheeler,58500.0,685,99000.0,17.58,0.518,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004250,2025-05-30,Consumer Durable,69600.0,820,34000.0,15.33,0.367,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004253,2025-07-26,Personal Loan,88200.0,667,219000.0,17.88,0.468,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004254,2026-01-05,Two-Wheeler,187700.0,686,94000.0,17.57,0.339,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004255,2025-06-18,Personal Loan,125300.0,847,453000.0,14.88,0.434,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004257,2025-01-03,Consumer Durable,82500.0,678,55000.0,17.7,0.372,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004258,2026-03-21,Personal Loan,60100.0,723,265000.0,16.95,0.374,0,Current,0,True,Approved,Tier 3: Near Prime
LN004269,2026-06-16,Consumer Durable,50300.0,696,64000.0,17.4,0.495,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004270,2025-09-17,Consumer Durable,72400.0,789,79000.0,15.85,0.526,0,Current,0,True,Approved,Tier 2: Prime
LN004271,2026-06-22,Two-Wheeler,86500.0,651,93000.0,18.15,0.291,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004272,2026-03-14,Consumer Durable,109800.0,762,48000.0,16.3,0.17,0,Current,0,True,Approved,Tier 2: Prime
LN004274,2025-11-26,Personal Loan,41100.0,780,337000.0,16.0,0.409,0,Current,0,True,Approved,Tier 2: Prime
LN004276,2025-10-03,Two-Wheeler,198300.0,814,69000.0,15.43,0.297,10,Stage 1,0,True,Approved,Tier 1: Prime Plus
LN004280,2025-04-25,Personal Loan,34200.0,713,218000.0,17.12,0.358,0,Current,0,True,Approved,Tier 3: Near Prime
LN004282,2025-08-19,Two-Wheeler,136600.0,795,115000.0,15.75,0.363,0,Current,0,True,Approved,Tier 2: Prime
LN004283,2026-03-03,Personal Loan,65300.0,709,326000.0,17.18,0.332,16,Stage 1,0,True,Approved,Tier 3: Near Prime
LN004285,2025-09-25,Two-Wheeler,45500.0,819,52000.0,15.35,0.486,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004286,2025-06-19,Two-Wheeler,105100.0,741,127000.0,16.65,0.475,0,Current,0,True,Approved,Tier 3: Near Prime
LN004288,2026-01-26,Two-Wheeler,30100.0,658,135000.0,18.03,0.436,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004291,2024-08-10,Two-Wheeler,37500.0,709,145000.0,17.18,0.344,0,Current,0,True,Approved,Tier 3: Near Prime
LN004293,2026-02-09,Two-Wheeler,64600.0,753,124000.0,16.45,0.233,43,Stage 2,0,True,Approved,Tier 2: Prime
LN004294,2024-10-28,Consumer Durable,25000.0,764,44000.0,16.27,0.324,0,Current,0,True,Approved,Tier 2: Prime
LN004296,2025-07-05,Personal Loan,45600.0,801,443000.0,15.65,0.446,94,Stage 3 (Default),1,True,Approved,Tier 1: Prime Plus
LN004297,2025-08-06,Personal Loan,76400.0,758,361000.0,16.37,0.504,0,Current,0,True,Approved,Tier 2: Prime
LN004299,2025-03-17,Personal Loan,68700.0,797,209000.0,15.72,0.378,0,Current,0,True,Approved,Tier 2: Prime
LN004300,2026-07-31,Two-Wheeler,98700.0,753,114000.0,16.45,0.262,0,Current,0,True,Approved,Tier 2: Prime
LN004304,2024-08-03,Two-Wheeler,57700.0,745,95000.0,16.58,0.452,0,Current,0,True,Approved,Tier 3: Near Prime
LN004305,2025-10-28,Consumer Durable,44000.0,695,33000.0,17.42,0.147,163,Stage 3 (Default),1,True,Approved,Tier 4: Sub-Prime
LN004307,2025-12-26,Personal Loan,132800.0,699,88000.0,17.35,0.18,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004311,2026-05-24,Personal Loan,52400.0,859,479000.0,14.68,0.474,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004312,2026-06-13,Consumer Durable,53100.0,797,74000.0,15.72,0.348,0,Current,0,True,Approved,Tier 2: Prime
LN004313,2024-09-30,Personal Loan,28300.0,660,98000.0,18.0,0.503,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004314,2024-11-10,Consumer Durable,19800.0,677,17000.0,17.72,0.374,18,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004315,2025-09-07,Consumer Durable,15100.0,679,66000.0,17.68,0.35,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004317,2025-05-17,Two-Wheeler,39400.0,792,51000.0,15.8,0.411,0,Current,0,True,Approved,Tier 2: Prime
LN004320,2025-09-01,Two-Wheeler,92800.0,862,143000.0,14.63,0.276,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004321,2025-03-03,Two-Wheeler,70500.0,696,133000.0,17.4,0.418,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004322,2026-07-29,Consumer Durable,66700.0,787,30000.0,15.88,0.377,0,Current,0,True,Approved,Tier 2: Prime
LN004323,2025-10-13,Two-Wheeler,88200.0,743,66000.0,16.62,0.277,0,Current,0,True,Approved,Tier 3: Near Prime
LN004325,2025-10-16,Consumer Durable,35500.0,678,17000.0,17.7,0.303,1,Stage 1,0,True,Approved,Tier 4: Sub-Prime
LN004326,2024-10-04,Consumer Durable,207100.0,716,32000.0,17.07,0.125,0,Current,0,True,Approved,Tier 3: Near Prime
LN004330,2026-07-08,Consumer Durable,15900.0,824,16000.0,15.27,0.506,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004332,2025-02-21,Personal Loan,162400.0,675,907000.0,17.75,0.367,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004338,2025-04-29,Consumer Durable,27000.0,783,71000.0,15.95,0.238,0,Current,0,True,Approved,Tier 2: Prime
LN004339,2025-12-18,Personal Loan,35800.0,671,219000.0,17.82,0.385,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004345,2025-09-02,Two-Wheeler,65500.0,900,81000.0,14.0,0.334,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004347,2026-02-16,Two-Wheeler,15700.0,759,108000.0,16.35,0.431,0,Current,0,True,Approved,Tier 2: Prime
LN004348,2024-10-19,Two-Wheeler,31700.0,738,65000.0,16.7,0.441,0,Current,0,True,Approved,Tier 3: Near Prime
LN004349,2026-04-16,Consumer Durable,31000.0,697,20000.0,17.38,0.349,134,Stage 3 (Default),1,True,Approved,Tier 4: Sub-Prime
LN004351,2026-07-30,Two-Wheeler,68000.0,684,45000.0,17.6,0.51,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004352,2025-10-23,Two-Wheeler,53500.0,707,126000.0,17.22,0.264,0,Current,0,True,Approved,Tier 3: Near Prime
LN004354,2024-10-07,Consumer Durable,15600.0,745,66000.0,16.58,0.484,0,Current,0,True,Approved,Tier 3: Near Prime
LN004355,2025-07-24,Two-Wheeler,75900.0,722,124000.0,16.97,0.475,47,Stage 2,0,True,Approved,Tier 3: Near Prime
LN004356,2025-04-29,Two-Wheeler,78400.0,665,64000.0,17.92,0.4,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004359,2025-01-27,Two-Wheeler,47800.0,735,145000.0,16.75,0.502,0,Current,0,True,Approved,Tier 3: Near Prime
LN004361,2024-09-14,Personal Loan,39200.0,689,247000.0,17.52,0.534,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004362,2025-07-09,Two-Wheeler,80000.0,799,81000.0,15.68,0.145,0,Current,0,True,Approved,Tier 2: Prime
LN004363,2025-04-25,Two-Wheeler,95200.0,738,98000.0,16.7,0.354,0,Current,0,True,Approved,Tier 3: Near Prime
LN004364,2024-12-20,Two-Wheeler,27600.0,744,106000.0,16.6,0.29,25,Stage 1,0,True,Approved,Tier 3: Near Prime
LN004366,2025-01-09,Two-Wheeler,30400.0,772,54000.0,16.13,0.543,0,Current,0,True,Approved,Tier 2: Prime
LN004371,2026-07-08,Personal Loan,60900.0,718,698000.0,17.03,0.519,0,Current,0,True,Approved,Tier 3: Near Prime
LN004373,2024-08-29,Personal Loan,131800.0,732,835000.0,16.8,0.486,23,Stage 1,0,True,Approved,Tier 3: Near Prime
LN004375,2024-10-21,Two-Wheeler,69800.0,688,86000.0,17.53,0.354,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004378,2025-07-29,Consumer Durable,44400.0,736,31000.0,16.73,0.317,0,Current,0,True,Approved,Tier 3: Near Prime
LN004380,2026-04-16,Two-Wheeler,46400.0,684,139000.0,17.6,0.474,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004383,2025-11-03,Two-Wheeler,63200.0,695,48000.0,17.42,0.313,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004384,2026-02-15,Two-Wheeler,36100.0,655,107000.0,18.08,0.415,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004385,2025-03-23,Consumer Durable,59800.0,657,37000.0,18.05,0.257,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004386,2024-10-23,Two-Wheeler,54500.0,736,65000.0,16.73,0.503,0,Current,0,True,Approved,Tier 3: Near Prime
LN004387,2026-02-08,Consumer Durable,37900.0,721,29000.0,16.98,0.253,0,Current,0,True,Approved,Tier 3: Near Prime
LN004389,2026-01-30,Personal Loan,26400.0,751,86000.0,16.48,0.462,0,Current,0,True,Approved,Tier 2: Prime
LN004392,2026-07-29,Two-Wheeler,64400.0,756,93000.0,16.4,0.243,0,Current,0,True,Approved,Tier 2: Prime
LN004393,2025-03-27,Two-Wheeler,175900.0,713,118000.0,17.12,0.395,0,Current,0,True,Approved,Tier 3: Near Prime
LN004395,2025-12-29,Consumer Durable,38900.0,755,67000.0,16.42,0.267,0,Current,0,True,Approved,Tier 2: Prime
LN004397,2025-03-20,Personal Loan,82000.0,702,428000.0,17.3,0.38,0,Current,0,True,Approved,Tier 3: Near Prime
LN004402,2026-07-18,Two-Wheeler,54500.0,720,127000.0,17.0,0.408,28,Stage 1,0,True,Approved,Tier 3: Near Prime
LN004406,2024-08-01,Two-Wheeler,23500.0,872,141000.0,14.47,0.316,0,Current,0,True,Approved,Tier 1: Prime Plus
LN004407,2025-04-21,Consumer Durable,58800.0,689,59000.0,17.52,0.271,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004413,2026-02-26,Two-Wheeler,215000.0,665,72000.0,17.92,0.352,0,Current,0,True,Approved,Tier 4: Sub-Prime
LN004414,2025-04-28,Two-Wheeler,68400.0,752,107000.0,16.47,0.421,0,Current,0,True,Approved,Tier 2: Prime
