loan_id,origination_date,loan_product,monthly_income_inr,cibil_score,loan_amount_inr,interest_rate_pct,dti_ratio,days_past_due,ind_as_stage,default_flag
LN004346,2026-04-29,Personal Loan,51600.0,810,895000.0,15.5,0.955,0,Current,0
LN004347,2026-02-16,Two-Wheeler,15700.0,759,108000.0,16.35,0.431,0,Current,0
LN004348,2024-10-19,Two-Wheeler,31700.0,738,65000.0,16.7,0.441,0,Current,0
LN004349,2026-04-16,Consumer Durable,31000.0,697,20000.0,17.38,0.349,134,Stage 3 (Default),1
LN004350,2026-01-01,Two-Wheeler,134600.0,607,118000.0,18.88,0.336,60,Stage 2,0
LN004351,2026-07-30,Two-Wheeler,68000.0,684,45000.0,17.6,0.51,0,Current,0
LN004352,2025-10-23,Two-Wheeler,53500.0,707,126000.0,17.22,0.264,0,Current,0
LN004353,2025-02-20,Personal Loan,15000.0,809,975000.0,15.52,2.612,18,Stage 1,0
LN004354,2024-10-07,Consumer Durable,15600.0,745,66000.0,16.58,0.484,0,Current,0
LN004355,2025-07-24,Two-Wheeler,75900.0,722,124000.0,16.97,0.475,47,Stage 2,0
LN004356,2025-04-29,Two-Wheeler,78400.0,665,64000.0,17.92,0.4,0,Current,0
LN004357,2026-07-24,Personal Loan,31400.0,679,536000.0,17.68,0.821,0,Current,0
LN004358,2025-02-26,Two-Wheeler,49800.0,577,54000.0,19.38,0.494,0,Current,0
LN004359,2025-01-27,Two-Wheeler,47800.0,735,145000.0,16.75,0.502,0,Current,0
LN004360,2025-12-13,Personal Loan,54300.0,618,289000.0,18.7,0.563,0,Current,0
LN004361,2024-09-14,Personal Loan,39200.0,689,247000.0,17.52,0.534,0,Current,0
LN004362,2025-07-09,Two-Wheeler,80000.0,799,81000.0,15.68,0.145,0,Current,0
LN004363,2025-04-25,Two-Wheeler,95200.0,738,98000.0,16.7,0.354,0,Current,0
LN004364,2024-12-20,Two-Wheeler,27600.0,744,106000.0,16.6,0.29,25,Stage 1,0
LN004365,2026-05-27,Personal Loan,23900.0,815,604000.0,15.42,1.081,0,Current,0
LN004366,2025-01-09,Two-Wheeler,30400.0,772,54000.0,16.13,0.543,0,Current,0
LN004367,2024-08-05,Personal Loan,50500.0,707,617000.0,17.22,0.811,0,Current,0
LN004368,2026-03-06,Personal Loan,60700.0,557,787000.0,19.72,0.828,0,Current,0
LN004369,2026-03-18,Personal Loan,78700.0,684,820000.0,17.6,0.641,0,Current,0
LN004370,2026-05-02,Personal Loan,87800.0,711,997000.0,17.15,0.713,0,Current,0
LN004371,2026-07-08,Personal Loan,60900.0,718,698000.0,17.03,0.519,0,Current,0
LN004372,2026-01-12,Personal Loan,56300.0,588,130000.0,19.2,0.427,83,Stage 2,0
LN004373,2024-08-29,Personal Loan,131800.0,732,835000.0,16.8,0.486,23,Stage 1,0
LN004374,2024-09-22,Personal Loan,49200.0,776,658000.0,16.07,0.92,0,Current,0
LN004375,2024-10-21,Two-Wheeler,69800.0,688,86000.0,17.53,0.354,0,Current,0
LN004376,2025-10-27,Personal Loan,59400.0,753,536000.0,16.45,0.795,58,Stage 2,0
LN004377,2026-05-23,Personal Loan,44200.0,664,849000.0,17.93,0.903,64,Stage 2,0
LN004378,2025-07-29,Consumer Durable,44400.0,736,31000.0,16.73,0.317,0,Current,0
LN004379,2024-11-11,Personal Loan,108400.0,867,662000.0,14.55,0.64,0,Current,0
LN004380,2026-04-16,Two-Wheeler,46400.0,684,139000.0,17.6,0.474,0,Current,0
LN004381,2026-01-19,Personal Loan,39700.0,625,589000.0,18.58,0.853,21,Stage 1,0
LN004382,2025-07-27,Personal Loan,31500.0,777,987000.0,16.05,1.509,0,Current,0
LN004383,2025-11-03,Two-Wheeler,63200.0,695,48000.0,17.42,0.313,0,Current,0
LN004384,2026-02-15,Two-Wheeler,36100.0,655,107000.0,18.08,0.415,0,Current,0
LN004385,2025-03-23,Consumer Durable,59800.0,657,37000.0,18.05,0.257,0,Current,0
LN004386,2024-10-23,Two-Wheeler,54500.0,736,65000.0,16.73,0.503,0,Current,0
LN004387,2026-02-08,Consumer Durable,37900.0,721,29000.0,16.98,0.253,0,Current,0
LN004388,2026-03-31,Personal Loan,21200.0,820,821000.0,15.33,1.747,0,Current,0
LN004389,2026-01-30,Personal Loan,26400.0,751,86000.0,16.48,0.462,0,Current,0
LN004390,2026-06-19,Personal Loan,29100.0,794,973000.0,15.77,1.544,13,Stage 1,0
LN004391,2025-08-07,Personal Loan,26800.0,719,291000.0,17.02,0.792,0,Current,0
LN004392,2026-07-29,Two-Wheeler,64400.0,756,93000.0,16.4,0.243,0,Current,0
LN004393,2025-03-27,Two-Wheeler,175900.0,713,118000.0,17.12,0.395,0,Current,0
LN004394,2024-09-28,Personal Loan,36100.0,862,256000.0,14.63,0.602,0,Current,0
LN004395,2025-12-29,Consumer Durable,38900.0,755,67000.0,16.42,0.267,0,Current,0
LN004396,2025-08-20,Consumer Durable,34500.0,601,54000.0,18.98,0.347,6,Stage 1,0
LN004397,2025-03-20,Personal Loan,82000.0,702,428000.0,17.3,0.38,0,Current,0
LN004398,2024-10-26,Personal Loan,63300.0,736,441000.0,16.73,0.699,0,Current,0
LN004399,2024-10-30,Personal Loan,48500.0,716,846000.0,17.07,1.041,0,Current,0
LN004400,2025-01-24,Personal Loan,23700.0,784,223000.0,15.93,0.53,0,Current,0
LN004401,2025-06-16,Personal Loan,27400.0,679,933000.0,17.68,1.589,9,Stage 1,0
LN004402,2026-07-18,Two-Wheeler,54500.0,720,127000.0,17.0,0.408,28,Stage 1,0
LN004403,2026-01-10,Personal Loan,56000.0,791,915000.0,15.82,0.849,0,Current,0
LN004404,2026-02-15,Personal Loan,48500.0,606,498000.0,18.9,0.87,17,Stage 1,0
LN004405,2025-09-24,Consumer Durable,73100.0,642,73000.0,18.3,0.377,0,Current,0
LN004406,2024-08-01,Two-Wheeler,23500.0,872,141000.0,14.47,0.316,0,Current,0
LN004407,2025-04-21,Consumer Durable,58800.0,689,59000.0,17.52,0.271,0,Current,0
LN004408,2026-06-21,Personal Loan,56900.0,786,677000.0,15.9,0.838,0,Current,0
LN004409,2026-04-11,Personal Loan,27600.0,805,433000.0,15.58,0.938,0,Current,0
LN004410,2025-08-04,Two-Wheeler,34100.0,616,119000.0,18.73,0.4,0,Current,0
LN004411,2025-03-10,Personal Loan,74300.0,651,851000.0,18.15,0.844,0,Current,0
LN004412,2025-05-15,Personal Loan,24800.0,720,298000.0,17.0,0.57,0,Current,0
LN004413,2026-02-26,Two-Wheeler,215000.0,665,72000.0,17.92,0.352,0,Current,0
LN004414,2025-04-28,Two-Wheeler,68400.0,752,107000.0,16.47,0.421,0,Current,0
LN004415,2025-05-11,Personal Loan,47400.0,762,841000.0,16.3,0.772,0,Current,0
LN004416,2025-09-10,Personal Loan,42100.0,736,798000.0,16.73,1.011,0,Current,0
LN004417,2026-03-09,Personal Loan,78700.0,716,510000.0,17.07,0.631,0,Current,0
LN004418,2026-06-27,Personal Loan,38300.0,766,986000.0,16.23,1.131,0,Current,0
LN004419,2025-06-18,Personal Loan,39300.0,815,180000.0,15.42,0.353,0,Current,0
LN004420,2025-05-13,Personal Loan,117200.0,824,703000.0,15.27,0.463,0,Current,0
LN004421,2025-11-27,Personal Loan,36900.0,741,470000.0,16.65,0.95,0,Current,0
LN004422,2025-10-20,Consumer Durable,53200.0,649,21000.0,18.18,0.478,0,Current,0
LN004423,2026-02-13,Two-Wheeler,31100.0,705,119000.0,17.25,0.488,0,Current,0
LN004424,2024-11-18,Two-Wheeler,57300.0,774,45000.0,16.1,0.491,0,Current,0
LN004425,2024-12-18,Personal Loan,69500.0,807,730000.0,15.55,0.583,0,Current,0
LN004426,2026-01-23,Personal Loan,134600.0,805,126000.0,15.58,0.287,42,Stage 2,0
LN004427,2025-01-24,Personal Loan,27900.0,705,509000.0,17.25,0.998,115,Stage 3 (Default),1
LN004428,2026-03-21,Personal Loan,20600.0,738,684000.0,16.7,1.31,0,Current,0
LN004429,2025-11-19,Personal Loan,41800.0,761,833000.0,16.32,0.952,0,Current,0
LN004430,2025-12-29,Two-Wheeler,33900.0,836,143000.0,15.07,0.517,0,Current,0
LN004431,2024-11-29,Two-Wheeler,48600.0,659,58000.0,18.02,0.534,0,Current,0
LN004432,2026-05-01,Two-Wheeler,67000.0,756,121000.0,16.4,0.346,0,Current,0
LN004433,2024-12-19,Personal Loan,190800.0,678,705000.0,17.7,0.608,0,Current,0
LN004434,2025-06-17,Consumer Durable,37400.0,813,39000.0,15.45,0.276,0,Current,0
LN004435,2025-03-25,Personal Loan,15000.0,717,696000.0,17.05,2.063,0,Current,0
LN004436,2025-05-24,Personal Loan,42500.0,739,210000.0,16.68,0.592,0,Current,0
LN004437,2025-10-16,Personal Loan,60500.0,652,508000.0,18.13,0.712,0,Current,0
LN004438,2026-02-12,Two-Wheeler,27400.0,685,71000.0,17.58,0.437,0,Current,0
LN004439,2025-07-07,Consumer Durable,56400.0,878,60000.0,14.37,0.432,0,Current,0
LN004440,2025-12-13,Personal Loan,53200.0,769,761000.0,16.18,0.744,0,Current,0
LN004441,2024-12-30,Consumer Durable,57300.0,734,58000.0,16.77,0.259,0,Current,0
LN004442,2024-10-13,Consumer Durable,78800.0,829,46000.0,15.18,0.405,0,Current,0
LN004443,2026-02-26,Personal Loan,46600.0,840,787000.0,15.0,0.903,17,Stage 1,0
LN004444,2025-03-18,Personal Loan,68100.0,716,260000.0,17.07,0.396,0,Current,0
LN004445,2025-12-18,Personal Loan,16700.0,658,368000.0,18.03,0.98,0,Current,0
LN004446,2024-10-09,Consumer Durable,27500.0,707,47000.0,17.22,0.282,0,Current,0
LN004447,2025-05-08,Personal Loan,39900.0,691,324000.0,17.48,0.521,0,Current,0
LN004448,2025-01-21,Two-Wheeler,26800.0,728,140000.0,16.87,0.565,72,Stage 2,0
LN004449,2025-12-28,Personal Loan,49200.0,741,825000.0,16.65,0.73,0,Current,0
LN004450,2025-12-29,Two-Wheeler,39900.0,900,116000.0,14.0,0.377,0,Current,0
LN004451,2024-10-04,Personal Loan,37300.0,636,202000.0,18.4,0.419,0,Current,0
LN004452,2026-07-03,Two-Wheeler,83300.0,615,61000.0,18.75,0.42,0,Current,0
LN004453,2025-05-01,Consumer Durable,51500.0,672,21000.0,17.8,0.229,0,Current,0
LN004454,2025-01-24,Consumer Durable,25600.0,477,40000.0,21.05,0.336,0,Current,0
LN004455,2025-08-25,Consumer Durable,34100.0,568,35000.0,19.53,0.412,57,Stage 2,0
LN004456,2026-06-05,Personal Loan,77000.0,613,540000.0,18.78,0.673,0,Current,0
LN004457,2025-09-04,Two-Wheeler,55300.0,810,86000.0,15.5,0.221,0,Current,0
LN004458,2026-04-28,Personal Loan,100500.0,611,809000.0,18.82,0.517,0,Current,0
LN004459,2026-03-17,Personal Loan,81500.0,584,261000.0,19.27,0.336,0,Current,0
LN004460,2025-05-19,Two-Wheeler,38800.0,652,67000.0,18.13,0.505,0,Current,0
LN004461,2024-11-08,Personal Loan,116000.0,751,977000.0,16.48,0.639,0,Current,0
LN004462,2025-03-27,Two-Wheeler,121900.0,678,132000.0,17.7,0.253,5,Stage 1,0
LN004463,2024-12-05,Consumer Durable,16800.0,692,56000.0,17.47,0.246,0,Current,0
LN004464,2024-10-13,Personal Loan,50000.0,674,577000.0,17.77,0.73,31,Stage 2,0
LN004465,2025-04-16,Two-Wheeler,35200.0,614,107000.0,18.77,0.523,0,Current,0
LN004466,2025-06-16,Personal Loan,41900.0,646,137000.0,18.23,0.474,28,Stage 1,0
LN004467,2025-11-05,Personal Loan,30000.0,654,797000.0,18.1,1.44,0,Current,0
LN004468,2026-01-03,Personal Loan,27900.0,770,855000.0,16.17,1.352,111,Stage 3 (Default),1
LN004469,2025-11-15,Consumer Durable,84200.0,630,18000.0,18.5,0.282,0,Current,0
LN004470,2025-02-28,Consumer Durable,24300.0,801,38000.0,15.65,0.513,24,Stage 1,0
LN004471,2025-07-22,Consumer Durable,51800.0,774,67000.0,16.1,0.263,0,Current,0
LN004472,2025-05-24,Consumer Durable,21800.0,594,32000.0,19.1,0.239,44,Stage 2,0
LN004473,2024-11-09,Personal Loan,105000.0,750,914000.0,16.5,0.777,0,Current,0
LN004474,2025-12-05,Personal Loan,49900.0,724,335000.0,16.93,0.395,0,Current,0
LN004475,2024-09-16,Two-Wheeler,76700.0,828,119000.0,15.2,0.274,0,Current,0
LN004476,2025-03-07,Personal Loan,55100.0,654,222000.0,18.1,0.638,0,Current,0
LN004477,2026-07-24,Personal Loan,42100.0,772,244000.0,16.13,0.45,0,Current,0
LN004478,2025-03-11,Personal Loan,51100.0,783,255000.0,15.95,0.659,0,Current,0
LN004479,2026-05-26,Two-Wheeler,121100.0,580,137000.0,19.33,0.416,0,Current,0
LN004480,2025-06-04,Two-Wheeler,28600.0,824,110000.0,15.27,0.442,18,Stage 1,0
LN004481,2025-06-17,Personal Loan,15000.0,661,116000.0,17.98,0.659,169,Stage 3 (Default),1
LN004482,2025-04-12,Personal Loan,30600.0,757,149000.0,16.38,0.603,0,Current,0
LN004483,2025-05-22,Two-Wheeler,23700.0,702,122000.0,17.3,0.577,0,Current,0
LN004484,2024-09-01,Two-Wheeler,87600.0,704,60000.0,17.27,0.499,12,Stage 1,0
LN004485,2025-12-07,Personal Loan,44100.0,655,792000.0,18.08,0.918,0,Current,0
LN004486,2025-07-24,Two-Wheeler,80500.0,672,118000.0,17.8,0.157,0,Current,0
LN004487,2026-03-22,Personal Loan,50000.0,755,780000.0,16.42,0.843,2,Stage 1,0
LN004488,2024-12-13,Personal Loan,49300.0,833,967000.0,15.12,0.987,0,Current,0
LN004489,2025-08-19,Two-Wheeler,54100.0,622,147000.0,18.63,0.372,0,Current,0
LN004490,2024-08-22,Two-Wheeler,119100.0,677,62000.0,17.72,0.444,0,Current,0
LN004491,2026-06-20,Personal Loan,54800.0,740,949000.0,16.67,0.795,0,Current,0
LN004492,2025-04-25,Two-Wheeler,95400.0,736,78000.0,16.73,0.131,0,Current,0
LN004493,2026-07-20,Two-Wheeler,91800.0,760,51000.0,16.33,0.147,0,Current,0
LN004494,2024-09-27,Two-Wheeler,44400.0,812,94000.0,15.47,0.191,67,Stage 2,0
LN004495,2024-12-22,Two-Wheeler,46900.0,582,60000.0,19.3,0.431,0,Current,0
LN004496,2026-04-04,Two-Wheeler,39100.0,674,117000.0,17.77,0.601,0,Current,0
LN004497,2025-08-28,Personal Loan,105900.0,803,858000.0,15.62,0.621,0,Current,0
LN004498,2026-05-09,Personal Loan,27900.0,705,98000.0,17.25,0.446,0,Current,0
LN004499,2025-06-06,Personal Loan,31800.0,627,474000.0,18.55,0.721,0,Current,0
LN004500,2025-06-01,Personal Loan,41500.0,618,375000.0,18.7,0.789,0,Current,0
LN004501,2025-11-26,Two-Wheeler,24600.0,718,55000.0,17.03,0.317,83,Stage 2,0
LN004502,2025-12-21,Two-Wheeler,34400.0,686,101000.0,17.57,0.527,0,Current,0
LN004503,2026-04-02,Personal Loan,96900.0,892,157000.0,14.13,0.44,0,Current,0
LN004504,2025-06-07,Personal Loan,72500.0,707,716000.0,17.22,0.699,0,Current,0
LN004505,2025-01-10,Personal Loan,38100.0,658,703000.0,18.03,0.934,0,Current,0
LN004506,2025-10-06,Personal Loan,79400.0,819,783000.0,15.35,0.517,0,Current,0
LN004507,2026-01-24,Two-Wheeler,171000.0,713,66000.0,17.12,0.471,157,Stage 3 (Default),1
LN004508,2025-12-26,Personal Loan,59200.0,781,273000.0,15.98,0.288,0,Current,0
LN004509,2024-10-22,Two-Wheeler,114900.0,870,114000.0,14.5,0.275,0,Current,0
LN004510,2025-12-02,Consumer Durable,81700.0,838,49000.0,15.03,0.382,0,Current,0
LN004511,2026-03-13,Personal Loan,41100.0,749,100000.0,16.52,0.3,0,Current,0
LN004512,2025-02-14,Personal Loan,55200.0,778,602000.0,16.03,0.622,66,Stage 2,0
LN004513,2024-08-06,Personal Loan,67200.0,827,332000.0,15.22,0.651,0,Current,0
LN004514,2025-12-04,Two-Wheeler,31400.0,643,111000.0,18.28,0.574,0,Current,0
LN004515,2025-11-15,Two-Wheeler,15000.0,615,135000.0,18.75,0.687,13,Stage 1,0
LN004516,2024-11-12,Personal Loan,29700.0,881,737000.0,14.32,0.962,0,Current,0
LN004517,2024-08-12,Two-Wheeler,15000.0,619,43000.0,18.68,0.415,0,Current,0
LN004518,2025-03-06,Consumer Durable,31200.0,900,70000.0,14.0,0.289,0,Current,0
LN004519,2026-02-24,Personal Loan,17600.0,664,408000.0,17.93,1.1,0,Current,0
LN004520,2025-05-25,Personal Loan,83100.0,647,238000.0,18.22,0.54,0,Current,0
LN004521,2024-12-11,Consumer Durable,24100.0,783,27000.0,15.95,0.524,0,Current,0
LN004522,2026-07-18,Two-Wheeler,67900.0,591,63000.0,19.15,0.322,121,Stage 3 (Default),1
LN004523,2025-09-13,Consumer Durable,77600.0,900,33000.0,14.0,0.295,0,Current,0
LN004524,2025-01-30,Two-Wheeler,74700.0,873,120000.0,14.45,0.528,0,Current,0
LN004525,2024-09-26,Consumer Durable,16000.0,843,57000.0,14.95,0.496,0,Current,0
LN004526,2026-04-28,Personal Loan,96100.0,597,610000.0,19.05,0.521,11,Stage 1,0
LN004527,2025-09-02,Two-Wheeler,63100.0,823,143000.0,15.28,0.26,0,Current,0
LN004528,2025-06-26,Consumer Durable,79400.0,815,22000.0,15.42,0.463,0,Current,0
LN004529,2025-06-18,Two-Wheeler,147000.0,733,126000.0,16.78,0.283,0,Current,0
LN004530,2024-08-22,Personal Loan,79000.0,787,616000.0,15.88,0.651,0,Current,0
LN004531,2026-03-12,Personal Loan,24100.0,769,282000.0,16.18,0.679,0,Current,0
LN004532,2025-09-26,Personal Loan,72500.0,623,50000.0,18.62,0.349,0,Current,0
LN004533,2026-04-21,Personal Loan,19900.0,685,743000.0,17.58,1.702,0,Current,0
LN004534,2025-09-24,Personal Loan,47200.0,695,834000.0,17.42,0.991,10,Stage 1,0
LN004535,2025-12-06,Two-Wheeler,36200.0,598,40000.0,19.03,0.498,0,Current,0
LN004536,2025-11-12,Two-Wheeler,49300.0,780,138000.0,16.0,0.327,0,Current,0
LN004537,2026-07-11,Personal Loan,19800.0,810,137000.0,15.5,0.436,0,Current,0
LN004538,2026-04-01,Two-Wheeler,21200.0,756,48000.0,16.4,0.248,0,Current,0
LN004539,2026-01-09,Personal Loan,37400.0,869,484000.0,14.52,0.71,0,Current,0
LN004540,2024-12-17,Personal Loan,42900.0,747,655000.0,16.55,0.953,0,Current,0
LN004541,2025-02-11,Personal Loan,38000.0,721,563000.0,16.98,0.917,73,Stage 2,0
LN004542,2024-10-22,Two-Wheeler,117000.0,675,57000.0,17.75,0.424,0,Current,0
LN004543,2025-07-01,Personal Loan,63200.0,742,391000.0,16.63,0.364,0,Current,0
LN004544,2024-11-26,Personal Loan,62200.0,504,459000.0,20.6,0.383,74,Stage 2,0
LN004545,2026-05-07,Personal Loan,39000.0,861,79000.0,14.65,0.556,0,Current,0
LN004546,2025-11-30,Consumer Durable,21300.0,751,53000.0,16.48,0.307,0,Current,0
LN004547,2024-10-27,Personal Loan,48900.0,810,295000.0,15.5,0.467,0,Current,0
LN004548,2025-07-20,Two-Wheeler,145000.0,811,104000.0,15.48,0.471,0,Current,0
LN004549,2026-05-24,Two-Wheeler,56100.0,778,131000.0,16.03,0.479,0,Current,0
LN004550,2025-07-07,Two-Wheeler,95600.0,638,133000.0,18.37,0.384,0,Current,0
LN004551,2024-08-12,Consumer Durable,103100.0,451,71000.0,21.48,0.472,0,Current,0
LN004552,2024-08-22,Personal Loan,68600.0,894,404000.0,14.1,0.632,0,Current,0
LN004553,2025-08-28,Personal Loan,55900.0,721,492000.0,16.98,0.69,0,Current,0
LN004554,2025-08-13,Consumer Durable,27100.0,692,20000.0,17.47,0.505,0,Current,0
LN004555,2025-01-29,Personal Loan,43300.0,698,409000.0,17.37,0.765,0,Current,0
LN004556,2025-12-26,Two-Wheeler,39500.0,683,63000.0,17.62,0.366,0,Current,0
LN004557,2025-06-06,Two-Wheeler,59800.0,718,130000.0,17.03,0.329,158,Stage 3 (Default),1
LN004558,2026-07-07,Two-Wheeler,21000.0,713,134000.0,17.12,0.552,0,Current,0
LN004559,2024-10-29,Consumer Durable,35500.0,729,35000.0,16.85,0.168,0,Current,0
LN004560,2025-09-21,Consumer Durable,62500.0,700,71000.0,17.33,0.344,0,Current,0
LN004561,2025-09-13,Two-Wheeler,32200.0,791,111000.0,15.82,0.252,0,Current,0
LN004562,2026-01-29,Personal Loan,28300.0,778,659000.0,16.03,1.255,2,Stage 1,0
LN004563,2026-07-26,Consumer Durable,30500.0,677,53000.0,17.72,0.491,0,Current,0
LN004564,2024-09-10,Personal Loan,41600.0,735,960000.0,16.75,1.258,0,Current,0
LN004565,2025-10-29,Personal Loan,15000.0,626,399000.0,18.57,1.286,0,Current,0
LN004566,2026-05-30,Consumer Durable,31300.0,769,57000.0,16.18,0.374,0,Current,0
LN004567,2024-12-22,Personal Loan,86800.0,855,459000.0,14.75,0.512,0,Current,0
LN004568,2026-06-12,Personal Loan,59500.0,790,202000.0,15.83,0.555,0,Current,0
LN004569,2026-03-23,Personal Loan,63100.0,713,258000.0,17.12,0.572,0,Current,0
LN004570,2025-12-15,Consumer Durable,16400.0,642,66000.0,18.3,0.536,0,Current,0
LN004571,2026-07-13,Two-Wheeler,38200.0,774,149000.0,16.1,0.509,0,Current,0
LN004572,2025-05-15,Two-Wheeler,45700.0,672,44000.0,17.8,0.152,0,Current,0
LN004573,2026-04-09,Personal Loan,64800.0,722,402000.0,16.97,0.527,0,Current,0
LN004574,2026-04-21,Two-Wheeler,95500.0,781,109000.0,15.98,0.149,0,Current,0
LN004575,2025-10-08,Two-Wheeler,86900.0,655,77000.0,18.08,0.481,0,Current,0
LN004576,2024-08-23,Personal Loan,34500.0,728,85000.0,16.87,0.36,26,Stage 1,0
LN004577,2025-06-06,Personal Loan,35000.0,636,923000.0,18.4,1.088,25,Stage 1,0
LN004578,2025-04-25,Personal Loan,114400.0,694,87000.0,17.43,0.25,158,Stage 3 (Default),1
LN004579,2026-05-17,Consumer Durable,39500.0,684,50000.0,17.6,0.222,0,Current,0
LN004580,2024-08-21,Two-Wheeler,25600.0,818,143000.0,15.37,0.582,0,Current,0
LN004581,2024-10-26,Consumer Durable,43300.0,737,49000.0,16.72,0.349,0,Current,0
LN004582,2025-04-02,Personal Loan,110200.0,667,482000.0,17.88,0.5,26,Stage 1,0
LN004583,2024-12-14,Two-Wheeler,28500.0,687,83000.0,17.55,0.53,0,Current,0
LN004584,2025-09-21,Two-Wheeler,37900.0,802,95000.0,15.63,0.295,0,Current,0
LN004585,2025-01-07,Two-Wheeler,29200.0,595,84000.0,19.08,0.431,0,Current,0
LN004586,2025-12-22,Consumer Durable,87000.0,655,54000.0,18.08,0.208,0,Current,0
LN004587,2024-11-28,Personal Loan,58300.0,636,749000.0,18.4,0.903,0,Current,0
LN004588,2025-09-14,Personal Loan,85400.0,734,419000.0,16.77,0.573,0,Current,0
LN004589,2026-02-16,Two-Wheeler,125400.0,730,146000.0,16.83,0.205,0,Current,0
LN004590,2026-05-26,Two-Wheeler,19800.0,708,53000.0,17.2,0.546,0,Current,0
LN004591,2026-01-26,Two-Wheeler,31100.0,714,77000.0,17.1,0.485,0,Current,0
LN004592,2025-12-19,Personal Loan,37800.0,613,549000.0,18.78,0.679,69,Stage 2,0
LN004593,2025-04-30,Two-Wheeler,51100.0,645,133000.0,18.25,0.282,0,Current,0
LN004594,2025-08-29,Personal Loan,66400.0,767,318000.0,16.22,0.287,54,Stage 2,0
LN004595,2026-07-04,Personal Loan,36500.0,603,182000.0,18.95,0.657,0,Current,0
LN004596,2026-06-29,Two-Wheeler,32400.0,699,141000.0,17.35,0.618,0,Current,0
LN004597,2024-11-06,Two-Wheeler,87000.0,797,134000.0,15.72,0.197,0,Current,0
LN004598,2025-07-11,Personal Loan,68000.0,737,860000.0,16.72,0.7,41,Stage 2,0
LN004599,2024-10-25,Personal Loan,59300.0,665,879000.0,17.92,0.954,0,Current,0
LN004600,2024-11-20,Personal Loan,15000.0,778,143000.0,16.03,0.563,0,Current,0
LN004601,2024-08-26,Personal Loan,101100.0,662,985000.0,17.97,0.524,0,Current,0
LN004602,2025-08-12,Two-Wheeler,54700.0,724,115000.0,16.93,0.351,0,Current,0
LN004603,2026-01-26,Consumer Durable,44500.0,658,30000.0,18.03,0.362,0,Current,0
LN004604,2025-11-12,Personal Loan,30000.0,601,989000.0,18.98,1.691,37,Stage 2,0
LN004605,2025-07-24,Two-Wheeler,33500.0,710,86000.0,17.17,0.545,16,Stage 1,0
LN004606,2026-07-30,Consumer Durable,28700.0,817,57000.0,15.38,0.441,0,Current,0
LN004607,2026-04-19,Consumer Durable,15000.0,811,27000.0,15.48,0.494,0,Current,0
LN004608,2025-05-07,Personal Loan,30000.0,779,651000.0,16.02,1.032,11,Stage 1,0
LN004609,2024-10-26,Consumer Durable,18800.0,777,34000.0,16.05,0.171,0,Current,0
LN004610,2025-09-07,Personal Loan,47300.0,781,277000.0,15.98,0.595,0,Current,0
LN004611,2026-04-22,Personal Loan,24600.0,704,404000.0,17.27,0.84,126,Stage 3 (Default),1
LN004612,2025-07-24,Personal Loan,76000.0,620,171000.0,18.67,0.184,0,Current,0
LN004613,2026-01-22,Personal Loan,18100.0,733,590000.0,16.78,1.5,0,Current,0
LN004614,2025-12-24,Personal Loan,100400.0,795,765000.0,15.75,0.41,0,Current,0
LN004615,2026-06-28,Personal Loan,81000.0,789,500000.0,15.85,0.657,0,Current,0
LN004616,2025-10-22,Personal Loan,25900.0,738,325000.0,16.7,0.891,0,Current,0
LN004617,2025-03-16,Consumer Durable,46300.0,747,65000.0,16.55,0.485,8,Stage 1,0
LN004618,2025-04-25,Consumer Durable,29400.0,608,17000.0,18.87,0.406,0,Current,0
LN004619,2026-05-21,Personal Loan,69400.0,844,823000.0,14.93,0.565,0,Current,0
LN004620,2026-06-14,Consumer Durable,144300.0,710,60000.0,17.17,0.301,86,Stage 2,0
LN004621,2026-07-11,Consumer Durable,99600.0,551,69000.0,19.82,0.329,75,Stage 2,0
LN004622,2026-04-16,Two-Wheeler,32400.0,709,133000.0,17.18,0.407,0,Current,0
LN004623,2025-10-31,Personal Loan,52500.0,726,860000.0,16.9,0.958,0,Current,0
LN004624,2025-10-18,Two-Wheeler,122200.0,762,87000.0,16.3,0.383,0,Current,0
LN004625,2026-03-14,Consumer Durable,67100.0,714,21000.0,17.1,0.14,0,Current,0
LN004626,2026-07-19,Two-Wheeler,89900.0,673,124000.0,17.78,0.287,0,Current,0
LN004627,2025-09-07,Personal Loan,72500.0,677,647000.0,17.72,0.751,0,Current,0
LN004628,2025-07-31,Two-Wheeler,51300.0,720,147000.0,17.0,0.477,175,Stage 3 (Default),1
LN004629,2026-02-15,Two-Wheeler,47000.0,705,71000.0,17.25,0.455,0,Current,0
LN004630,2026-04-11,Two-Wheeler,23700.0,879,86000.0,14.35,0.597,0,Current,0
LN004631,2026-07-10,Personal Loan,31000.0,693,480000.0,17.45,1.018,147,Stage 3 (Default),1
LN004632,2026-06-13,Personal Loan,28500.0,658,561000.0,18.03,1.13,14,Stage 1,0
LN004633,2025-06-15,Consumer Durable,39700.0,806,20000.0,15.57,0.247,0,Current,0
LN004634,2024-11-27,Consumer Durable,52000.0,720,38000.0,17.0,0.385,82,Stage 2,0
LN004635,2025-08-26,Personal Loan,45900.0,792,860000.0,15.8,0.936,0,Current,0
LN004636,2025-05-04,Consumer Durable,55800.0,713,71000.0,17.12,0.534,0,Current,0
LN004637,2024-09-13,Personal Loan,73000.0,777,942000.0,16.05,0.951,0,Current,0
